ticker,ratio,latest_close,latest_volume,baseline_volume,dollar_volume_M,intraday_chg_%,latest_date
SOFX,2.5,10.36,3667258,1455228,37.99,1.3,2026-06-18
BGC,2.5,12.05,7749696,3116284,93.38,-1.1,2026-06-18
TUYA,2.5,1.87,2668570,1057922,4.99,-3.1,2026-06-18
TBLA,2.4,4.7,5939622,2514719,27.92,-3.1,2026-06-18
ADMA,2.4,8.31,8921995,3789727,74.14,-2.5,2026-06-18
DRH,2.4,12.31,3392343,1389988,41.76,1.7,2026-06-18
MSDL,2.4,15.37,1593595,664478,24.49,-0.1,2026-06-18
KRNT,2.4,16.76,325361,136740,5.45,-0.8,2026-06-18
OABI,2.4,2.34,1046790,434182,2.45,13.0,2026-06-18
ALEC,2.4,1.75,1108447,462518,1.94,10.8,2026-06-18
KVUE,2.4,18.12,32084196,13366832,581.37,-0.8,2026-06-18
CHA,2.4,11.65,1459585,600545,17.0,0.0,2026-06-18
BSM,2.4,14.01,655823,269137,9.19,2.2,2026-06-18
NEWP,2.4,4.2,2965666,1249463,12.46,-9.1,2026-06-18
LAR,2.4,9.12,4983196,2065505,45.45,-1.5,2026-06-18
OOMA,2.4,17.1,634832,261975,10.86,-1.6,2026-06-18
OIS,2.4,7.95,1618424,665816,12.87,-1.0,2026-06-18
SRPT,2.4,17.53,5610425,2321980,98.35,2.8,2026-06-18
IIIV,2.4,19.82,781111,320288,15.48,-1.2,2026-06-18
KRNY,2.4,8.47,1079802,450946,9.15,-0.4,2026-06-18
AVEX,2.4,18.3,4739719,1945648,86.74,-8.5,2026-06-18
TTEC,2.4,2.14,1273107,541058,2.72,-7.0,2026-06-18
ALDX,2.4,1.96,2185078,921800,4.28,4.8,2026-06-18
UXIN,2.4,1.92,675670,284556,1.3,3.2,2026-06-18
AXTU,2.4,11.755,857186,361559,10.08,-22.2,2026-06-18
SOC,2.4,10.12,9117792,3814044,92.27,2.4,2026-06-18
BCRX,2.4,8.99,8882726,3736261,79.86,-1.2,2026-06-18
HOOZ,2.4,11.08,454971,191881,5.04,-0.5,2026-06-18
ARLO,2.4,13.06,2461446,1017965,32.15,2.4,2026-06-18
CRMG,2.4,3.87,5043641,2122834,19.52,-1.5,2026-06-18
EFOR,2.4,19.08,1859511,763036,35.48,-5.5,2026-06-18
RWT,2.4,5.16,2871992,1180006,14.82,-0.2,2026-06-18
AGBK,2.4,6.93,595468,244250,4.13,-4.8,2026-06-18
DFH,2.4,15.6,1492892,617275,23.29,6.3,2026-06-18
PAGS,2.3,8.82,6591607,2854868,58.14,-1.6,2026-06-18
AVD,2.3,2.65,652805,279887,1.73,1.5,2026-06-18
BHC,2.3,4.77,4410314,1893498,21.04,-0.2,2026-06-18
SID,2.3,1.03,8566338,3686330,8.82,-6.4,2026-06-18
CMRC,2.3,2.74,1225945,527515,3.36,-0.4,2026-06-18
MBRX,2.3,2.88,379153,167153,1.09,-0.7,2026-06-18
NEXN,2.3,8.6,372822,162652,3.21,-0.7,2026-06-18
MAT,2.3,14.04,9904438,4215878,139.06,2.0,2026-06-18
LUCK,2.3,7.59,383288,164837,2.91,-5.1,2026-06-18
NUAI,2.3,6.25,17071872,7494406,106.7,2.6,2026-06-18
IE,2.3,11.4,5318796,2283484,60.63,-1.4,2026-06-18
ACRV,2.3,1.57,713718,307847,1.12,1.9,2026-06-18
GPRE,2.3,14.82,3495268,1535604,51.8,1.6,2026-06-18
AEBI,2.3,12.33,355531,157707,4.38,1.0,2026-06-18
JBGS,2.3,14.16,1287601,565988,18.23,1.2,2026-06-18
HODL,2.3,17.8,2522477,1101027,44.9,-2.1,2026-06-18
CWK,2.3,12.9,3708406,1628710,47.84,-0.8,2026-06-18
GDYN,2.3,5.66,3277657,1455113,18.55,-6.4,2026-06-18
MAIA,2.3,1.4,1381153,588251,1.93,6.1,2026-06-18
CLB,2.3,11.69,1403703,618620,16.41,2.2,2026-06-18
NRGV,2.3,4.1,12332726,5252083,50.56,-4.0,2026-06-18
ODD,2.3,13.07,2850294,1257171,37.25,17.7,2026-06-18
SNDX,2.3,19.0,3994897,1740005,75.9,-3.1,2026-06-18
OPRX,2.3,4.98,557454,244102,2.78,-3.5,2026-06-18
OCUL,2.3,9.43,6114283,2681750,57.66,-5.7,2026-06-18
ARQ,2.3,2.84,657926,290497,1.87,3.3,2026-06-18
NXE,2.3,10.65,12773287,5524475,136.04,-0.5,2026-06-18
NMFC,2.3,7.16,1356527,580706,9.71,-1.9,2026-06-18
PD,2.2,8.48,4197098,1901917,35.59,-0.8,2026-06-18
DOMH,2.2,3.37,366030,166575,1.23,4.7,2026-06-18
SBRA,2.2,18.12,5833959,2678333,105.71,0.1,2026-06-18
RLX,2.2,1.84,5331015,2478362,9.81,-2.6,2026-06-18
REAL,2.2,12.45,6351100,2919284,79.07,5.0,2026-06-18
SES,2.2,1.11,13737298,6180508,15.25,2.8,2026-06-18
MAMA,2.2,17.77,930994,425654,16.54,11.9,2026-06-18
CHPT,2.2,8.31,940910,434467,7.82,6.5,2026-06-18
LOCO,2.2,16.03,567408,260351,9.1,0.3,2026-06-18
IVR,2.2,8.0,4812525,2174000,38.5,-1.0,2026-06-18
AMCX,2.2,9.36,1151705,512210,10.78,0.2,2026-06-18
OSPN,2.2,13.5,836062,387674,11.29,-2.6,2026-06-18
LXEO,2.2,4.93,1481284,674701,7.3,-1.2,2026-06-18
CGEM,2.2,15.03,3117265,1422902,46.85,1.6,2026-06-18
GTN,2.2,3.79,3517649,1572873,13.33,3.3,2026-06-18
ADT,2.2,6.58,17846484,8180969,117.43,1.9,2026-06-18
GCMG,2.2,12.05,952652,428554,11.48,2.0,2026-06-18
ADAM,2.2,9.13,1927926,857359,17.6,-0.3,2026-06-18
UIS,2.2,3.54,1660950,764722,5.88,-3.8,2026-06-18
III,2.2,4.01,359112,164355,1.44,-3.6,2026-06-18
HIVE,2.2,4.26,47603683,21424082,202.79,-1.2,2026-06-18
HNRG,2.2,19.45,1583598,717532,30.8,5.1,2026-06-18
SVV,2.2,10.15,1501141,690554,15.24,2.9,2026-06-18
SENS,2.2,6.74,1154235,521700,7.78,-1.2,2026-06-18
RC,2.2,1.75,2470779,1108112,4.32,2.9,2026-06-18
SHO,2.2,11.91,4520970,2079523,53.84,0.4,2026-06-18
PBR.A,2.2,14.99,23737563,10609626,355.83,1.7,2026-06-18
PBYI,2.2,7.56,427438,193769,3.23,2.7,2026-06-18
PR,2.2,18.43,26626713,12220487,490.73,0.3,2026-06-18
EGHT,2.2,1.84,2693678,1250842,4.96,1.1,2026-06-18
WAY,2.2,18.47,3747529,1688503,69.22,1.6,2026-06-18
AHCO,2.2,9.65,2315745,1066244,22.35,1.0,2026-06-18
AQST,2.2,4.71,3138143,1449065,14.78,4.9,2026-06-18
FBRT,2.2,8.43,3087016,1416403,26.02,2.2,2026-06-18
SPWH,2.2,1.37,750293,340339,1.03,3.8,2026-06-18
EPSN,2.2,5.3,326667,146728,1.73,-2.0,2026-06-18
SPRY,2.2,9.65,2277986,1034274,21.98,-4.0,2026-06-18
ACCO,2.1,3.9,1988200,961948,7.75,0.8,2026-06-18
ACI,2.1,13.45,19841496,9640292,266.87,-4.8,2026-06-18
ZVIA,2.1,1.53,2674356,1297684,4.09,15.9,2026-06-18
XPER,2.1,7.94,645246,304125,5.12,3.3,2026-06-18
GNL,2.1,9.22,5315704,2547561,49.01,1.2,2026-06-18
XMAX,2.1,8.23,2011160,943211,16.55,0.4,2026-06-18
HCAT,2.1,1.74,2649258,1238885,4.61,-1.7,2026-06-18
CRMD,2.1,8.67,2521886,1213468,21.86,-1.9,2026-06-18
CNNE,2.1,13.68,936097,445420,12.81,-1.5,2026-06-18
VLRS,2.1,8.97,1083639,518448,9.72,1.8,2026-06-18
KD,2.1,11.0,8010513,3811269,88.12,-1.7,2026-06-18
CGAU,2.1,16.57,4349608,2029680,72.07,-5.2,2026-06-18
BAK,2.1,2.94,5099772,2479818,14.99,-8.7,2026-06-18
ZIP,2.1,3.05,1181260,571794,3.6,-2.2,2026-06-18
EFC,2.1,13.44,2512117,1207443,33.76,-0.4,2026-06-18
SGRY,2.1,14.55,2306086,1118005,33.55,1.3,2026-06-18
BCAL,2.1,19.74,410661,197237,8.11,0.6,2026-06-18
LZ,2.1,5.5,4388904,2115279,24.14,-2.5,2026-06-18
MDXG,2.1,3.67,2130568,1038002,7.82,1.2,2026-06-18
FATE,2.1,2.09,4122848,1961019,8.62,4.5,2026-06-18
MSBT,2.1,18.04,800330,377098,14.44,-2.2,2026-06-18
NBXG,2.1,17.28,333447,156275,5.76,3.1,2026-06-18
SRFM,2.1,1.17,5650309,2663954,6.61,3.5,2026-06-18
BRSP,2.1,5.54,2678690,1255171,14.84,1.3,2026-06-18
WNC,2.1,11.36,2144009,1042006,24.36,2.2,2026-06-18
ANTX,2.1,5.0,480864,224447,2.4,2.7,2026-06-18
OCCI,2.1,2.5,606002,284504,1.52,-3.1,2026-06-18
ONT,2.1,17.19,1146401,558793,19.71,-0.5,2026-06-18
OCTV,2.1,16.6,4666376,2218976,77.46,1.4,2026-06-18
WB,2.1,7.33,2851035,1330043,20.9,-1.2,2026-06-18
WEAV,2.1,5.2,1670690,807028,8.69,-0.2,2026-06-18
ELTX,2.1,3.85,5435699,2565018,20.93,-8.6,2026-06-18
SMU,2.1,11.69,4237942,2011850,49.54,20.5,2026-06-18
BRBS,2.1,3.35,516063,250741,1.73,0.6,2026-06-18
TRVI,2.1,17.21,2960142,1432283,50.94,1.8,2026-06-18
TUSK,2.1,3.03,425286,205701,1.29,-0.7,2026-06-18
NBIZ,2.1,6.58,5239453,2458903,34.48,8.4,2026-06-18
BWLP,2.1,18.1,1016993,486801,18.41,-0.9,2026-06-18
CALY,2.1,18.22,4653331,2259468,84.78,3.2,2026-06-18
MSTW,2.1,4.58,830497,398133,3.8,-5.4,2026-06-18
OGN,2.1,13.43,5074607,2377262,68.15,-0.1,2026-06-18
IOVA,2.1,3.91,23714726,11088983,92.72,-1.5,2026-06-18
CGNT,2.1,8.32,1442341,681231,12.0,-1.0,2026-06-18
JELD,2.1,1.78,2784042,1304466,4.96,6.0,2026-06-18
CLDT,2.1,13.36,1061284,503544,14.18,3.1,2026-06-18
HSDT,2.1,1.62,645541,305326,1.05,0.6,2026-06-18
FULC,2.1,3.7,6101106,2917646,22.57,3.9,2026-06-18
LIXT,2.1,7.61,1007714,475135,7.67,7.3,2026-06-18
CGBD,2.1,10.95,917851,432734,10.05,0.1,2026-06-18
BKKT,2.0,9.22,3050320,1562034,28.12,0.9,2026-06-18
SLDE,2.0,16.58,1462083,728644,24.24,-2.9,2026-06-18
SMR,2.0,11.74,68495315,34035965,804.14,11.1,2026-06-18
SHOE,2.0,15.94,735272,362326,11.72,-2.0,2026-06-18
DOLE,2.0,14.0,1530066,754797,21.42,-0.4,2026-06-18
ELMT,2.0,19.44,1148986,584017,22.34,0.7,2026-06-18
RMAX,2.0,9.79,525379,269309,5.14,1.6,2026-06-18
RCAT,2.0,11.44,22981900,11453026,262.91,1.1,2026-06-18
REI,2.0,1.14,8134221,4055034,9.27,0.0,2026-06-18
AURA,2.0,6.34,1263808,629295,8.01,-1.6,2026-06-18
RYLD,2.0,16.01,940631,464617,15.06,0.4,2026-06-18
ARTV,2.0,9.82,1747772,874291,17.16,-1.1,2026-06-18
DQ,2.0,14.18,1793946,906531,25.44,-2.2,2026-06-18
EPRX,2.0,6.48,471611,237658,3.06,0.5,2026-06-18
NPKI,2.0,15.9,1578733,788781,25.1,4.1,2026-06-18
NNOX,2.0,1.67,1488657,742740,2.49,-4.6,2026-06-18
TBCH,2.0,13.77,759389,380835,10.46,7.0,2026-06-18
MBC,2.0,9.06,6204703,3041802,56.21,4.0,2026-06-18
DHT,2.0,18.89,4726286,2362609,89.28,5.2,2026-06-18
DHC,2.0,8.86,3369117,1714962,29.85,1.1,2026-06-18
BZ,2.0,13.7,6862447,3382550,94.02,2.2,2026-06-18
BZAI,2.0,1.41,6532850,3190989,9.21,-6.6,2026-06-18
TALO,2.0,13.77,3614385,1801903,49.77,-1.4,2026-06-18
TASK,2.0,4.91,981340,497775,4.82,-4.3,2026-06-18
MYGN,2.0,4.54,2436337,1233086,11.06,3.2,2026-06-18
MVST,2.0,1.29,6824698,3477271,8.8,0.8,2026-06-18
VSTS,2.0,12.88,2445232,1248830,31.49,1.4,2026-06-18
VTS,2.0,16.01,1356749,677470,21.72,-0.6,2026-06-18
MTRX,2.0,13.98,369131,182589,5.16,0.6,2026-06-18
MRLN,2.0,6.69,4954590,2528090,33.15,1.2,2026-06-18
ALTG,2.0,7.67,478595,234622,3.67,4.5,2026-06-18
LBTYA,2.0,11.2,3416758,1738875,38.27,-1.8,2026-06-18
UGP,2.0,4.8,5593210,2759400,26.85,1.1,2026-06-18
INV,2.0,6.63,2326889,1183969,15.43,-1.3,2026-06-18
IQ,2.0,1.02,6830263,3363447,6.97,0.0,2026-06-18
VNET,2.0,8.75,8058301,4004387,70.51,-5.4,2026-06-18
KT,2.0,18.32,2468919,1258163,45.23,-0.9,2026-06-18
DC,2.0,4.93,3636553,1843727,17.93,-2.0,2026-06-18
GGB,2.0,4.17,30766223,15605113,128.3,-5.7,2026-06-18
CRCT,2.0,4.46,716422,361015,3.2,0.9,2026-06-18
HIX,2.0,3.98,368541,186062,1.47,-0.3,2026-06-18
HE,2.0,13.02,3089375,1514218,40.22,-1.3,2026-06-18
GTE,2.0,7.37,606170,298669,4.47,-2.3,2026-06-18
GTM,2.0,2.81,19859702,9927740,55.81,7.3,2026-06-18
UPWK,2.0,8.05,6119764,3009314,49.26,-0.2,2026-06-18
CVGI,2.0,4.84,673429,333794,3.26,-8.0,2026-06-18
RPC,2.0,8.15,649680,322589,5.29,-1.0,2026-06-18
XPRO,2.0,13.82,1827332,911541,25.25,-4.0,2026-06-18
ABX,1.9,9.25,865195,453742,8.0,-4.5,2026-06-18
DTIL,1.9,6.81,431066,224415,2.94,2.7,2026-06-18
WVE,1.9,6.16,5099122,2632427,31.41,1.3,2026-06-18
CTNM,1.9,11.94,313870,168620,3.75,-2.9,2026-06-18
ORLA,1.9,10.38,6736997,3550248,69.93,-6.7,2026-06-18
SIGA,1.9,4.32,595075,320858,2.57,-0.9,2026-06-18
PFFD,1.9,18.89,957105,514137,18.08,-0.1,2026-06-18
EAD,1.9,6.4,313444,163654,2.01,-0.5,2026-06-18
EC,1.9,16.58,5612696,2916501,93.06,7.2,2026-06-18
DOC,1.9,19.56,11513705,6078622,225.21,-0.6,2026-06-18
BAER,1.9,1.87,969353,512261,1.81,-4.1,2026-06-18
RAAQ,1.9,10.47,1458638,781396,15.27,-0.8,2026-06-18
ATEC,1.9,8.81,4526787,2335224,39.88,5.5,2026-06-18
GRFS,1.9,7.4,1025910,552923,7.59,-1.2,2026-06-18
AIRS,1.9,4.94,984595,527192,4.86,0.0,2026-06-18
ORN,1.9,15.89,563480,301063,8.95,2.3,2026-06-18
DHY,1.9,1.74,1173474,613498,2.04,0.6,2026-06-18
F,1.9,14.06,88711728,47573595,1247.29,-0.4,2026-06-18
CCAP,1.9,11.18,445190,233248,4.98,-1.3,2026-06-18
CHYM,1.9,17.6,7835338,4049276,137.9,5.4,2026-06-18
AHRT,1.9,6.67,1397430,751256,9.32,0.0,2026-06-18
CHRS,1.9,1.48,1288484,683023,1.91,4.2,2026-06-18
LXRX,1.9,2.01,3927187,2061510,7.89,-1.5,2026-06-18
TTGT,1.9,3.6,774108,398563,2.79,0.0,2026-06-18
CERT,1.9,5.54,7909792,4206241,43.82,-3.2,2026-06-18
GERN,1.9,1.26,22995891,12064045,28.97,0.8,2026-06-18
MLKN,1.9,16.5,1504609,780428,24.83,2.6,2026-06-18
GDRX,1.9,2.66,2098022,1103646,5.58,1.1,2026-06-18
GENI,1.9,6.1,12158275,6509661,74.17,-1.1,2026-06-18
AIFC,1.9,0.669,2025197,1065530,1.36,3.0,2026-06-18
SUJA,1.9,9.27,882666,467561,8.18,-0.3,2026-06-18
NTST,1.9,19.2,2389228,1247713,45.87,-1.3,2026-06-18
NCMI,1.9,3.4,758923,401122,2.58,-6.8,2026-06-18
BV,1.9,13.05,964083,497710,12.58,2.3,2026-06-18
FIVN,1.9,19.395,4379995,2321950,84.95,0.9,2026-06-18
NHS,1.9,6.17,331715,171832,2.05,-1.3,2026-06-18
ESPR,1.9,3.15,17496865,9336148,55.12,-0.6,2026-06-18
EQX,1.9,10.51,27181573,14281041,285.68,-4.9,2026-06-18
EYE,1.9,16.78,5083590,2684400,85.3,1.3,2026-06-18
ODV,1.9,2.65,4096507,2108471,10.86,-2.9,2026-06-18
VIA,1.9,15.29,1936347,995062,29.61,4.1,2026-06-18
SMWB,1.9,4.99,1413413,736339,7.05,-0.4,2026-06-18
HLF,1.9,11.9,2936370,1553058,34.94,2.1,2026-06-18
ELPC,1.9,11.32,649080,334184,7.35,1.1,2026-06-18
WT,1.9,18.31,6042707,3237840,110.64,-1.4,2026-06-18
OSUR,1.9,4.25,1319595,687409,5.61,-5.6,2026-06-18
OSG,1.9,5.76,772268,397940,4.45,2.1,2026-06-18
IRT,1.9,15.82,5483793,2829435,86.75,-1.2,2026-06-18
XGN,1.9,4.54,304684,160705,1.38,4.1,2026-06-18
XFOR,1.9,4.22,866269,466312,3.66,4.7,2026-06-18
KC,1.9,10.06,2416982,1289625,24.31,-0.2,2026-06-18
DDL,1.9,2.05,1357794,699523,2.78,-8.1,2026-06-18
FSLY,1.8,17.9,8920517,4935245,159.68,1.8,2026-06-18
TWO,1.8,12.32,2285309,1295581,28.16,-0.1,2026-06-18
FRMI,1.8,9.5,41547466,22889496,394.7,3.9,2026-06-18
LADR,1.8,10.2,1486861,841788,15.17,0.4,2026-06-18
JRVR,1.8,3.95,694199,380144,2.74,-2.9,2026-06-18
VNDA,1.8,5.8,1729044,968428,10.03,-3.5,2026-06-18
TTI,1.8,10.24,2362773,1293776,24.19,0.2,2026-06-18
TSLX,1.8,16.61,1170173,636263,19.44,0.7,2026-06-18
TE,1.8,9.35,62793982,35316686,587.12,0.9,2026-06-18
IPWR,1.8,6.04,673280,372018,4.07,4.9,2026-06-18
UEC,1.8,12.01,25344953,14337329,304.39,1.4,2026-06-18
THRY,1.8,3.5,717943,406674,2.51,-1.7,2026-06-18
FOXF,1.8,18.67,912842,494516,17.04,4.2,2026-06-18
MUZ,1.8,12.38,1745902,946755,21.61,-5.5,2026-06-18
NAGE,1.8,3.5,952868,536316,3.34,2.3,2026-06-18
PSFE,1.8,6.78,417517,231769,2.83,-1.7,2026-06-18
GLAD,1.8,18.69,303770,170747,5.68,-0.9,2026-06-18
WW,1.8,19.2,409947,231496,7.87,0.8,2026-06-18
ABCL,1.8,5.53,6803880,3723677,37.63,-1.4,2026-06-18
GOF,1.8,10.72,2333034,1323247,25.01,-1.4,2026-06-18
SAFE,1.8,15.34,646852,358260,9.92,2.3,2026-06-18
QSI,1.8,0.999,6343780,3462516,6.34,3.7,2026-06-18
RITM,1.8,9.19,8655032,4744121,79.54,-1.3,2026-06-18
PFLT,1.8,7.48,2007816,1114202,15.02,-2.9,2026-06-18
DNA,1.8,9.17,1545900,869617,14.18,5.9,2026-06-18
ORIC,1.8,8.49,2771345,1498043,23.53,-4.1,2026-06-18
CGTX,1.8,1.45,1303647,731216,1.89,-2.0,2026-06-18
AVAH,1.8,7.79,2836165,1566467,22.09,2.1,2026-06-18
XPOF,1.8,6.83,836171,460764,5.71,3.5,2026-06-18
XRX,1.8,3.02,5862543,3283781,17.7,-5.0,2026-06-18
KODK,1.8,9.4,1402002,780987,13.18,-1.1,2026-06-18
MPT,1.8,4.53,11076642,6218114,50.18,-2.6,2026-06-18
AIBZ,1.8,9.02,661527,361187,5.97,-3.7,2026-06-18
KYIV,1.8,14.16,719180,392934,10.18,1.1,2026-06-18
ADTN,1.8,15.18,3036048,1664964,46.09,-3.3,2026-06-18
VKQ,1.8,9.97,337799,192923,3.37,0.9,2026-06-18
NEWT,1.8,13.91,382602,210623,5.32,0.5,2026-06-18
NOG,1.8,19.44,5167150,2814120,100.45,2.1,2026-06-18
OI,1.8,9.23,5186398,2887682,47.87,0.8,2026-06-18
ASIX,1.8,19.86,336005,187786,6.67,-3.7,2026-06-18
HSLV,1.8,4.83,819709,448830,3.96,-1.2,2026-06-18
HBNC,1.8,19.34,1006594,554762,19.47,-1.0,2026-06-18
HL,1.8,15.96,42034454,23577473,670.87,-0.9,2026-06-18
BNZI,1.8,3.48,396980,223894,1.38,1.5,2026-06-18
NEXA,1.8,14.24,1167343,643438,16.62,-2.9,2026-06-18
SXC,1.8,8.64,2363674,1342386,20.42,-2.7,2026-06-18
NGEN,1.8,2.2,1487007,817811,3.27,0.0,2026-06-18
SUPV,1.8,11.38,1492635,811516,16.99,-0.3,2026-06-18
DV,1.7,10.33,4044755,2436663,41.78,0.2,2026-06-18
ABOS,1.7,2.26,696851,414261,1.57,-2.6,2026-06-18
ABSI,1.7,7.41,8444165,4990516,62.57,-0.7,2026-06-18
DX,1.7,13.06,7188465,4217794,93.88,-0.5,2026-06-18
RDY,1.7,13.29,2007810,1203769,26.68,-0.1,2026-06-18
RZLT,1.7,5.02,2812693,1700561,14.12,3.7,2026-06-18
ASPN,1.7,6.32,2201632,1299525,13.91,2.3,2026-06-18
CRVS,1.7,11.91,1977181,1155898,23.55,-3.6,2026-06-18
WU,1.7,7.12,14290006,8400633,101.74,-0.4,2026-06-18
GGN,1.7,4.98,932994,534795,4.65,-1.4,2026-06-18
GILT,1.7,13.19,1425161,832176,18.8,-4.9,2026-06-18
ORC,1.7,6.7,7175918,4175899,48.08,0.8,2026-06-18
EGAN,1.7,7.51,461896,274821,3.47,1.2,2026-06-18
SEM,1.7,16.54,1746832,1039737,28.89,-0.4,2026-06-18
SHC,1.7,15.82,3180975,1892187,50.32,1.7,2026-06-18
SHLS,1.7,10.42,8765136,5207276,91.33,6.5,2026-06-18
GRNT,1.7,4.69,1272306,748922,5.97,0.6,2026-06-18
BBBY,1.7,5.93,3439293,1996009,20.4,2.6,2026-06-18
PURR,1.7,9.28,25381038,15277280,235.54,-6.7,2026-06-18
RBBN,1.7,2.56,1160864,677856,2.97,-1.3,2026-06-18
CRGY,1.7,10.44,10209751,5883299,106.59,-1.2,2026-06-18
NPWR,1.7,1.83,959533,561867,1.76,10.9,2026-06-18
BWB,1.7,19.74,356587,215943,7.04,0.6,2026-06-18
STEX,1.7,0.916,2527887,1465055,2.31,-4.6,2026-06-18
NNBR,1.7,2.79,634577,374365,1.77,-0.4,2026-06-18
NFGC,1.7,1.62,3878315,2294032,6.28,0.0,2026-06-18
AGRO,1.7,9.24,2011146,1197150,18.58,-4.2,2026-06-18
EOSE,1.7,7.65,33864896,19424101,259.07,-4.9,2026-06-18
ONL,1.7,2.87,418360,249081,1.2,2.9,2026-06-18
OLMA,1.7,9.51,2868788,1666893,27.28,-0.3,2026-06-18
ONDG,1.7,4.27,2028645,1208884,8.66,-2.5,2026-06-18
HLIT,1.7,15.08,3707921,2211884,55.92,-2.0,2026-06-18
VERX,1.7,11.12,2516580,1509300,27.98,-2.4,2026-06-18
SMRT,1.7,1.13,2429361,1449245,2.75,5.6,2026-06-18
VISN,1.7,12.66,8014340,4665306,101.46,-1.6,2026-06-18
NX,1.7,17.0,727368,433775,12.37,3.5,2026-06-18
NXXT,1.7,0.496,6543710,3958598,3.24,10.4,2026-06-18
NRDS,1.7,8.38,1114764,669431,9.34,-0.6,2026-06-18
HPP,1.7,14.62,1497308,855756,21.89,5.8,2026-06-18
HSHP,1.7,13.86,392233,233071,5.44,-0.5,2026-06-18
HSAI,1.7,16.89,2299093,1332194,38.83,-0.6,2026-06-18
SRTA,1.7,5.88,2673887,1588914,15.72,0.0,2026-06-18
SSL,1.7,10.77,3340451,1995780,35.98,-1.0,2026-06-18
MSTY,1.7,15.7,1968883,1166840,30.91,-4.2,2026-06-18
MSTX,1.7,13.08,7152670,4120730,93.56,-8.6,2026-06-18
NAT,1.7,5.85,7113619,4192778,41.61,5.2,2026-06-18
LUMN,1.7,8.2,19540976,11258591,160.24,-0.8,2026-06-18
LRMR,1.7,3.64,3301187,1947362,12.02,0.6,2026-06-18
COMP,1.7,10.01,23103341,13605937,231.26,3.0,2026-06-18
IMTX,1.7,9.78,438423,264779,4.29,0.1,2026-06-18
CCOI,1.7,14.19,1918020,1097833,27.22,-5.8,2026-06-18
MICC,1.7,16.77,2048824,1221101,34.36,1.1,2026-06-18
MGNX,1.7,4.13,973000,584449,4.02,2.7,2026-06-18
MFIC,1.7,9.93,1006331,577929,9.99,-0.7,2026-06-18
FCF,1.7,19.53,1320407,757876,25.79,0.1,2026-06-18
DEI,1.7,11.71,3109703,1801953,36.41,0.5,2026-06-18
TWI,1.7,7.57,758384,436622,5.74,1.7,2026-06-18
CLF,1.7,12.28,29553100,17051241,362.91,-3.4,2026-06-18
LFMD,1.7,4.75,1456769,848122,6.92,-3.5,2026-06-18
ISOU,1.7,11.97,336679,200478,4.03,5.6,2026-06-18
KROS,1.7,10.65,400525,237122,4.27,0.0,2026-06-18
TRDA,1.7,7.09,339761,196794,2.41,1.4,2026-06-18
TRTX,1.7,8.6,1015104,601146,8.73,0.5,2026-06-18
TONX,1.7,3.35,363778,215483,1.22,1.5,2026-06-18
TMCI,1.7,4.19,1452307,855118,6.09,1.5,2026-06-18
KEEL,1.7,6.29,87302077,52737373,549.13,0.2,2026-06-18
AMC,1.7,2.83,81447365,47806276,230.5,6.8,2026-06-18
CLAR,1.7,3.13,484561,284034,1.52,0.0,2026-06-18
CING,1.7,4.99,506498,305121,2.53,-2.2,2026-06-18
CIK,1.7,2.47,816134,479798,2.02,-0.4,2026-06-18
CMPS,1.7,12.53,3625329,2119640,45.43,2.7,2026-06-18
VIVO,1.7,5.45,2271885,1323651,12.38,-6.4,2026-06-18
KPTI,1.7,9.02,492124,284237,4.44,-6.0,2026-06-18
CLW,1.7,16.79,324389,186322,5.45,0.4,2026-06-18
YEXT,1.7,3.8,2413030,1386048,9.17,-3.6,2026-06-18
AVPT,1.6,10.41,3624638,2243437,37.73,-3.2,2026-06-18
ACVA,1.6,6.48,4444846,2739093,28.8,6.1,2026-06-18
RLJ,1.6,11.43,2667387,1692103,30.49,1.0,2026-06-18
DBVT,1.6,15.53,320272,200580,4.97,-6.7,2026-06-18
GRRR,1.6,16.54,1701352,1053867,28.14,-5.3,2026-06-18
ZUMZ,1.6,17.79,405601,261083,7.22,-0.1,2026-06-18
JQC,1.6,4.8,791681,510680,3.8,0.0,2026-06-18
AES,1.6,14.62,10322279,6331816,150.91,0.0,2026-06-18
TRIN,1.6,16.83,1394507,850794,23.47,-0.4,2026-06-18
ALKT,1.6,14.68,2071522,1305880,30.41,-3.0,2026-06-18
KLXE,1.6,2.305,450996,289522,1.04,-7.9,2026-06-18
ELME,1.6,2.01,1689891,1076324,3.4,-0.5,2026-06-18
PLTG,1.6,11.12,452211,289983,5.03,-4.0,2026-06-18
BCSF,1.6,12.37,659493,401682,8.16,-0.2,2026-06-18
CGEN,1.6,2.01,503834,317298,1.01,-2.0,2026-06-18
LAW,1.6,3.47,376909,239325,1.31,2.1,2026-06-18
SLRC,1.6,12.42,568756,353000,7.06,1.0,2026-06-18
LODE,1.6,4.77,2014538,1294376,9.61,1.5,2026-06-18
PACK,1.6,7.34,781905,484035,5.74,-0.3,2026-06-18
CODX,1.6,3.37,624112,397033,2.1,3.4,2026-06-18
PTIR,1.6,11.59,5460508,3406942,63.29,-3.8,2026-06-18
DNN,1.6,3.35,40490753,25660635,135.64,-0.9,2026-06-18
TIPT,1.6,17.49,300766,188942,5.26,-1.6,2026-06-18
FNB,1.6,18.23,6358984,3986258,115.92,-0.5,2026-06-18
