ticker,ratio,latest_close,latest_volume,baseline_volume,dollar_volume_M,intraday_chg_%,latest_date
DRN,0.6,10.24,857921,1362370,8.79,-2.5,2026-06-18
FLYT,0.6,12.14,368584,596312,4.47,-6.5,2026-06-18
SMCY,0.6,5.23,801661,1408940,4.19,6.3,2026-06-18
BATL,0.6,1.2,7080358,12259521,8.5,-2.4,2026-06-18
DBGI,0.6,0.746,2370530,3658593,1.77,2.8,2026-06-18
BSCU,0.6,16.665,405337,670907,6.75,-0.1,2026-06-18
OXSQ,0.6,1.34,892006,1388293,1.2,0.8,2026-06-18
ORCU,0.6,13.37,1275705,2206370,17.06,0.6,2026-06-18
NMZ,0.6,10.39,453529,730147,4.71,0.5,2026-06-18
SIDU,0.6,3.23,11154970,19379307,36.03,-1.8,2026-06-18
VVR,0.6,2.98,518882,830462,1.55,0.3,2026-06-18
PGX,0.6,10.99,1429550,2237148,15.71,0.0,2026-06-18
PFXF,0.6,18.5,536312,906515,9.92,-0.5,2026-06-18
WSE,0.6,10.84,539292,909990,5.85,-1.2,2026-06-18
RKLZ,0.6,2.67,9923725,17809056,26.5,2.3,2026-06-18
HRZN,0.6,4.22,589365,955901,2.49,1.7,2026-06-18
MSFD,0.6,14.22,352914,631776,5.02,-0.2,2026-06-18
CPSH,0.6,6.65,1476145,2367543,9.82,-4.3,2026-06-18
RETL,0.6,8.68,671200,1150272,5.83,4.1,2026-06-18
ZNTL,0.6,3.7,575474,970841,2.13,2.2,2026-06-18
TSLT,0.6,18.24,1927839,3150111,35.16,0.5,2026-06-18
UBXG,0.6,7.32,1513236,2450022,11.08,-0.8,2026-06-18
CRF,0.6,7.14,712195,1194100,5.09,0.7,2026-06-18
USOY,0.6,7.06,320530,513058,2.26,1.1,2026-06-18
MNTS,0.6,10.35,4370149,7545637,45.23,1.3,2026-06-18
BTX,0.6,9.34,447105,698307,4.18,2.0,2026-06-18
HITI,0.6,2.31,612252,952900,1.41,-2.5,2026-06-18
NVOX,0.6,13.16,376316,583282,4.95,-1.2,2026-06-18
RWM,0.5,13.64,11327753,21909841,154.51,-0.4,2026-06-18
TOON,0.5,0.944,1272188,2768873,1.2,-11.8,2026-06-18
JRSH,0.5,4.47,333273,632072,1.49,0.2,2026-06-18
FUTG,0.5,3.467,1471096,2787499,5.1,-2.3,2026-06-18
ADUR,0.5,15.12,340303,686229,5.15,1.5,2026-06-18
BMNU,0.5,1.0,62232683,122933489,62.23,2.2,2026-06-18
OFRM,0.5,19.38,326215,596880,6.32,2.9,2026-06-18
STI,0.5,17.45,621860,1314864,10.85,-10.4,2026-06-18
SPCG,0.5,16.16,4049968,7662842,65.45,3.0,2026-06-18
BCAT,0.5,15.86,369025,787799,5.85,0.7,2026-06-18
QH,0.5,11.31,582397,1191516,6.59,2.3,2026-06-18
CCTG,0.5,0.942,1084317,2202258,1.02,-18.1,2026-06-18
INDP,0.5,3.9,301076,668910,1.17,-13.3,2026-06-18
AMPG,0.5,8.99,4243742,8209751,38.15,-8.4,2026-06-18
MLCO,0.5,5.53,1256939,2400270,6.95,2.4,2026-06-18
HTCO,0.5,4.28,619040,1126974,2.65,-0.2,2026-06-18
MYO,0.5,1.28,1023042,2149512,1.31,-11.7,2026-06-18
AHMA,0.5,2.37,910124,1679592,2.16,-7.8,2026-06-18
DXD,0.4,17.79,755587,1771059,13.44,1.2,2026-06-18
ASTN,0.4,5.98,3087924,7224217,18.47,11.4,2026-06-18
SPPL,0.4,3.67,541303,1471199,1.99,1.1,2026-06-18
BCYC,0.4,4.0,317931,857698,1.27,-3.6,2026-06-18
CGC,0.3,0.967,2641354,7573385,2.55,1.8,2026-06-18
SUNE,0.3,2.55,546797,1981756,1.39,-5.6,2026-06-18
CRMT,0.3,2.4,764184,2523408,1.83,9.6,2026-06-18
EROC,0.3,16.34,1496377,5200023,24.45,7.9,2026-06-18
RKTO,0.3,1.08,1887060,5755547,2.04,0.0,2026-06-18
RGNT,0.2,4.29,991728,5830615,4.25,-10.8,2026-06-18
HKIT,0.2,0.322,4425309,28130257,1.42,-2.7,2026-06-18
CIIT,0.2,0.549,3297576,20831133,1.81,-2.3,2026-06-18
RUBI,0.1,0.425,3740438,48556189,1.59,3.7,2026-06-18
MTEN,0.1,2.26,1687928,12325116,3.81,-8.1,2026-06-18
SLBT,0.1,5.79,488769,3927909,2.83,5.1,2026-06-18
