sym,verdict,reason,signals,last_candle,base,drop_peak_%,pos_in_base_%,from_low_%,name
358570.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),65.0,14.0,41.0,지아이이노베이션
033230.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),82.0,12.0,32.0,인성정보
006200.KS,⚠ CHECK,최근 상승캔들 없음,-,도지,베이스(완만),86.0,34.0,0.0,한국전자홀딩스
440110.KQ,⚠ CHECK,최근 상승캔들 없음,-,도지,비전형,49.0,51.0,0.0,파두
101400.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),80.0,20.0,49.0,엔시트론
123330.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,비전형,38.0,62.0,0.0,제닉
255220.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),64.0,12.0,30.0,SG
003000.KS,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),79.0,18.0,38.0,부광약품
051980.KQ,⚠ CHECK,최근 상승캔들 없음,-,도지,베이스(완만),93.0,2.0,31.0,중앙첨단소재
002700.KS,⚠ CHECK,최근 상승캔들 없음,-,-,베이스근접,59.0,3.0,2.0,신일전자
034230.KS,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),59.0,6.0,10.0,파라다이스
112040.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),93.0,13.0,37.0,위메이드
037440.KQ,⚠ CHECK,최근 상승캔들 없음,-,도지,베이스(완만),72.0,25.0,36.0,희림
056090.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),92.0,10.0,34.0,시지메드텍
215600.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),86.0,11.0,22.0,신라젠
003620.KS,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),84.0,44.0,0.0,KG모빌리티
482630.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,데이터부족,,,,삼양엔씨켐
012800.KS,⚠ CHECK,최근 상승캔들 없음,-,도지,베이스(완만),55.0,23.0,28.0,대창
032580.KQ,⚠ CHECK,최근 상승캔들 없음,-,음봉스프링,베이스(완만),59.0,41.0,0.0,피델릭스
018290.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),71.0,8.0,26.0,브이티
011200.KS,⚠ CHECK,최근 상승캔들 없음,-,-,비전형,52.0,53.0,36.0,HMM
035250.KS,⚠ CHECK,최근 상승캔들 없음,-,-,베이스근접,51.0,10.0,5.0,강원랜드
261780.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),84.0,11.0,29.0,아리바이오랩
090850.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,베이스근접,59.0,19.0,10.0,현대이지웰
340570.KQ,⚠ CHECK,최근 상승캔들 없음,-,도지,비전형,25.0,50.0,50.0,티앤엘
226400.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,비전형,46.0,21.0,29.0,오스테오닉
458870.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,데이터부족,,,,씨어스
008350.KS,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),79.0,6.0,17.0,남선알미늄
094820.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,비전형,58.0,52.0,0.0,일진파워
437730.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,데이터부족,,,,삼현
226340.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,비전형,64.0,76.0,0.0,본느
044340.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),80.0,19.0,36.0,위닉스
201490.KQ,⚠ CHECK,최근 상승캔들 없음,-,도지,베이스(완만),75.0,28.0,0.0,미투온
082800.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),77.0,9.0,45.0,비보존 제약
484590.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,데이터부족,,,,삼양컴텍
047050.KS,⚠ CHECK,최근 상승캔들 없음,-,-,비전형,45.0,30.0,43.0,포스코인터내셔널
457600.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,데이터부족,,,,벡트
003680.KS,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),66.0,34.0,0.0,한성기업
009410.KS,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),94.0,27.0,0.0,태영건설
000020.KS,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),75.0,21.0,19.0,동화약품
377190.KS,⚠ CHECK,최근 상승캔들 없음,-,-,베이스근접,60.0,15.0,14.0,디앤디플랫폼리츠
062040.KS,⚠ CHECK,최근 상승캔들 없음,-,-,데이터부족,,,,산일전기
030000.KS,⚠ CHECK,최근 상승캔들 없음,-,-,비전형,29.0,34.0,13.0,제일기획
089470.KS,⚠ CHECK,최근 상승캔들 없음,-,-,비전형,39.0,25.0,26.0,HDC현대EP
000400.KS,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),50.0,31.0,36.0,롯데손해보험
034220.KS,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),57.0,29.0,44.0,LG디스플레이
439960.KQ,⚠ CHECK,최근 상승캔들 없음,-,도지,데이터부족,,,,코스모로보틱스
022100.KS,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),73.0,18.0,32.0,포스코DX
138040.KS,⚠ CHECK,최근 상승캔들 없음,-,도지,비전형,22.0,48.0,35.0,메리츠금융지주
037070.KQ,⚠ CHECK,최근 상승캔들 없음,-,도지,베이스(완만),73.0,20.0,28.0,파세코
336570.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),65.0,15.0,38.0,원텍
123890.KS,⚠ CHECK,최근 상승캔들 없음,-,-,비전형,49.0,26.0,18.0,한국자산신탁
0004V0.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,데이터부족,,,,엔비알모션
285130.KS,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),78.0,34.0,49.0,SK케미칼
001420.KS,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),69.0,44.0,0.0,태원물산
487580.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,데이터부족,,,,폴레드
010780.KS,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),72.0,49.0,0.0,아이에스동서
388790.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),55.0,45.0,0.0,라이콤
013360.KS,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),81.0,10.0,39.0,일성건설
123040.KQ,⚠ CHECK,최근 상승캔들 없음,-,도지,베이스(완만),76.0,20.0,39.0,엠에스오토텍
005880.KS,⚠ CHECK,최근 상승캔들 없음,-,-,비전형,40.0,33.0,49.0,대한해운
365660.KQ,⚠ CHECK,최근 상승캔들 없음,-,도지,데이터부족,,,,레몬헬스케어
198440.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,베이스(완만),77.0,17.0,39.0,강동씨앤엘
475040.KQ,⚠ CHECK,최근 상승캔들 없음,-,-,데이터부족,,,,스트라드비젼
304100.KQ,⛔ EXCLUDE,과상승(저점대비 +72%),-,-,과상승,71.0,15.0,72.0,솔트룩스
067290.KQ,⛔ EXCLUDE,과상승(저점대비 +81%),-,-,과상승,59.0,41.0,81.0,JW신약
148780.KQ,⛔ EXCLUDE,과상승(저점대비 +124%),-,-,과상승,78.0,16.0,124.0,비큐AI
001290.KS,⛔ EXCLUDE,과상승(저점대비 +158%),-,-,과상승,43.0,45.0,158.0,상상인증권
053260.KQ,⛔ EXCLUDE,과상승(저점대비 +53%),-,도지,과상승,59.0,45.0,53.0,금강철강
010170.KQ,⛔ EXCLUDE,과상승(저점대비 +3259%),"양봉스프링, 작은몸통양꼬리양봉",도지,과상승,58.0,42.0,3259.0,대한광통신
009830.KS,⛔ EXCLUDE,과상승(저점대비 +153%),작은몸통양꼬리양봉,-,과상승,46.0,51.0,153.0,한화솔루션
005440.KS,⛔ EXCLUDE,과상승(저점대비 +177%),상승펀치,-,과상승,40.0,49.0,177.0,현대지에프홀딩스
058730.KS,⛔ EXCLUDE,과상승(저점대비 +62%),위꼬리양봉,-,과상승,57.0,40.0,62.0,다스코
255440.KQ,⛔ EXCLUDE,과상승(저점대비 +91%),-,도지,과상승,61.0,34.0,91.0,야스
049080.KQ,⛔ EXCLUDE,과상승(저점대비 +142%),-,-,과상승,72.0,18.0,142.0,기가레인
011330.KS,⛔ EXCLUDE,과상승(저점대비 +59%),작은몸통양꼬리양봉,도지,과상승,87.0,11.0,59.0,유니켐
004310.KS,⛔ EXCLUDE,과상승(저점대비 +111%),작은몸통양꼬리양봉,-,과상승,60.0,26.0,111.0,현대약품
108860.KQ,⛔ EXCLUDE,과상승(저점대비 +62%),작은몸통양꼬리양봉,-,과상승,73.0,33.0,62.0,셀바스AI
006340.KS,⛔ EXCLUDE,과상승(저점대비 +567%),양봉스프링,-,과상승,28.0,69.0,567.0,대원전선
032640.KS,⛔ EXCLUDE,과상승(저점대비 +56%),-,-,과상승,20.0,59.0,56.0,LG유플러스
389260.KQ,⛔ EXCLUDE,과상승(저점대비 +50%),작은몸통양꼬리양봉,-,과상승,61.0,19.0,50.0,대명에너지
115450.KQ,⛔ EXCLUDE,과상승(저점대비 +80%),"작은몸통양꼬리양봉, 상승다람쥐",작은몸통양꼬리양봉,과상승,85.0,9.0,80.0,HLB테라퓨틱스
189330.KQ,⛔ EXCLUDE,과상승(저점대비 +423%),-,-,과상승,72.0,98.0,423.0,씨이랩
072950.KQ,⛔ EXCLUDE,과상승(저점대비 +219%),위꼬리양봉,-,과상승,61.0,30.0,219.0,빛샘전자
023790.KQ,⛔ EXCLUDE,과상승(저점대비 +56%),-,-,과상승,88.0,7.0,56.0,동일스틸럭스
002680.KQ,⛔ EXCLUDE,과상승(저점대비 +77%),양봉스프링,-,과상승,90.0,31.0,77.0,한탑
277880.KQ,⛔ EXCLUDE,과상승(저점대비 +55%),작은몸통양꼬리양봉,-,과상승,80.0,24.0,55.0,티에스아이
027360.KQ,⛔ EXCLUDE,과상승(저점대비 +118%),양봉스프링,-,과상승,79.0,12.0,118.0,아주IB투자
080580.KQ,⛔ EXCLUDE,과상승(저점대비 +352%),-,-,과상승,44.0,54.0,352.0,오킨스전자
036010.KQ,⛔ EXCLUDE,과상승(저점대비 +102%),"양봉스프링, 위꼬리양봉, 꼬리군",위꼬리양봉,과상승,61.0,37.0,102.0,아비코전자
097800.KQ,⛔ EXCLUDE,과상승(저점대비 +71%),"작은몸통양꼬리양봉, 양봉스프링",-,과상승,81.0,12.0,71.0,윈팩
001210.KS,⛔ EXCLUDE,과상승(저점대비 +179%),양봉스프링,음봉스프링,과상승,69.0,71.0,179.0,금호전기
009900.KS,⛔ EXCLUDE,과상승(저점대비 +51%),-,-,과상승,79.0,29.0,51.0,명신산업
007120.KS,⛔ EXCLUDE,과상승(저점대비 +64%),-,-,과상승,62.0,22.0,64.0,미래아이앤지
134580.KQ,⛔ EXCLUDE,과상승(저점대비 +134%),-,-,과상승,86.0,49.0,134.0,탑코미디어
092200.KS,⛔ EXCLUDE,과상승(저점대비 +108%),"양봉스프링, 작은몸통양꼬리양봉",-,과상승,57.0,28.0,108.0,디아이씨
066430.KQ,⛔ EXCLUDE,과상승(저점대비 +474%),-,-,과상승,51.0,44.0,474.0,아이로보틱스
396300.KQ,⛔ EXCLUDE,과상승(저점대비 +149%),작은몸통양꼬리양봉,-,과상승,58.0,53.0,149.0,세아메카닉스
049630.KQ,⛔ EXCLUDE,과상승(저점대비 +205%),양봉스프링,도지,과상승,78.0,16.0,205.0,재영솔루텍
174900.KQ,⛔ EXCLUDE,과상승(저점대비 +375%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,66.0,29.0,375.0,앱클론
033640.KQ,⛔ EXCLUDE,과상승(저점대비 +206%),양봉스프링,-,과상승,56.0,35.0,206.0,네패스
008490.KS,⛔ EXCLUDE,과상승(저점대비 +108%),양봉스프링,-,과상승,55.0,63.0,108.0,서흥
091440.KQ,⛔ EXCLUDE,과상승(저점대비 +93%),-,-,과상승,79.0,29.0,93.0,한울소재과학
095340.KQ,⛔ EXCLUDE,과상승(저점대비 +277%),"작은몸통양꼬리양봉, 상승펀치",작은몸통양꼬리양봉,과상승,45.0,47.0,277.0,ISC
031330.KQ,⛔ EXCLUDE,과상승(저점대비 +296%),작은몸통양꼬리양봉,도지,과상승,50.0,42.0,296.0,에스에이엠티
002900.KS,⛔ EXCLUDE,과상승(저점대비 +154%),위꼬리양봉,-,과상승,43.0,64.0,154.0,TYM
067310.KQ,⛔ EXCLUDE,과상승(저점대비 +340%),-,-,과상승,37.0,56.0,340.0,하나마이크론
033780.KS,⛔ EXCLUDE,과상승(저점대비 +86%),-,-,과상승,9.0,83.0,86.0,KT&G
058430.KS,⛔ EXCLUDE,과상승(저점대비 +85%),위꼬리양봉,-,과상승,55.0,27.0,85.0,포스코스틸리온
129920.KQ,⛔ EXCLUDE,과상승(저점대비 +154%),-,-,과상승,57.0,35.0,154.0,대성하이텍
009190.KS,⛔ EXCLUDE,과상승(저점대비 +60%),-,음봉스프링,과상승,72.0,45.0,60.0,대양금속
004020.KS,⛔ EXCLUDE,과상승(저점대비 +50%),-,-,과상승,45.0,33.0,50.0,현대제철
204270.KQ,⛔ EXCLUDE,과상승(저점대비 +67%),"작은몸통양꼬리양봉, 양봉스프링",-,과상승,44.0,40.0,67.0,제이앤티씨
067630.KQ,⛔ EXCLUDE,과상승(저점대비 +97%),양봉스프링,-,과상승,87.0,14.0,97.0,HLB생명과학
036620.KQ,⛔ EXCLUDE,과상승(저점대비 +74%),위꼬리양봉,-,과상승,44.0,36.0,74.0,감성코퍼레이션
013990.KQ,⛔ EXCLUDE,과상승(저점대비 +60%),"양봉스프링, 작은몸통양꼬리양봉",작은몸통양꼬리양봉,과상승,47.0,30.0,60.0,아가방컴퍼니
019010.KQ,⛔ EXCLUDE,과상승(저점대비 +115%),"작은몸통양꼬리양봉, 위꼬리양봉, 양봉스프링",양봉스프링,과상승,41.0,43.0,115.0,베뉴지
119830.KQ,⛔ EXCLUDE,과상승(저점대비 +58%),양봉스프링,도지,과상승,50.0,46.0,58.0,아이텍
059120.KQ,⛔ EXCLUDE,과상승(저점대비 +191%),-,도지,과상승,48.0,42.0,191.0,아진엑스텍
013700.KS,⛔ EXCLUDE,과상승(저점대비 +76%),작은몸통양꼬리양봉,-,과상승,65.0,84.0,76.0,까뮤이앤씨
078930.KS,⛔ EXCLUDE,과상승(저점대비 +237%),위꼬리양봉,-,과상승,1.0,98.0,237.0,GS
204320.KS,⛔ EXCLUDE,과상승(저점대비 +85%),"양봉스프링, 작은몸통양꼬리양봉",작은몸통양꼬리양봉,과상승,28.0,54.0,85.0,HL만도
014910.KS,⛔ EXCLUDE,과상승(저점대비 +110%),"양봉스프링, 작은몸통양꼬리양봉",-,과상승,51.0,33.0,110.0,성문전자
007980.KS,⛔ EXCLUDE,과상승(저점대비 +53%),"위꼬리양봉, 작은몸통양꼬리양봉",작은몸통양꼬리양봉,과상승,46.0,62.0,53.0,TP
144960.KQ,⛔ EXCLUDE,과상승(저점대비 +180%),양봉스프링,-,과상승,16.0,77.0,180.0,뉴파워프라즈마
091590.KQ,⛔ EXCLUDE,과상승(저점대비 +99%),양봉스프링,-,과상승,52.0,35.0,99.0,남화토건
090360.KQ,⛔ EXCLUDE,과상승(저점대비 +380%),-,-,과상승,50.0,44.0,380.0,로보스타
147830.KQ,⛔ EXCLUDE,과상승(저점대비 +60%),-,-,과상승,53.0,25.0,60.0,제룡산업
001040.KS,⛔ EXCLUDE,과상승(저점대비 +54%),-,도지,과상승,41.0,33.0,54.0,CJ
242040.KQ,⛔ EXCLUDE,과상승(저점대비 +216%),-,-,과상승,65.0,27.0,216.0,나무에이엑스
234340.KQ,⛔ EXCLUDE,과상승(저점대비 +164%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,53.0,35.0,164.0,헥토파이낸셜
007660.KS,⛔ EXCLUDE,과상승(저점대비 +368%),작은몸통양꼬리양봉,-,과상승,42.0,52.0,368.0,이수페타시스
003720.KS,⛔ EXCLUDE,과상승(저점대비 +137%),위꼬리양봉,-,과상승,48.0,38.0,137.0,삼영
077970.KS,⛔ EXCLUDE,과상승(저점대비 +87%),-,-,과상승,58.0,25.0,87.0,STX엔진
340810.KQ,⛔ EXCLUDE,과상승(저점대비 +81%),-,-,과상승,79.0,35.0,81.0,시선AI
100790.KQ,⛔ EXCLUDE,과상승(저점대비 +320%),"작은몸통양꼬리양봉, 상승펀치",도지,과상승,75.0,20.0,320.0,미래에셋벤처투자
076610.KQ,⛔ EXCLUDE,과상승(저점대비 +174%),양봉스프링,-,과상승,78.0,34.0,174.0,해성옵틱스
094170.KQ,⛔ EXCLUDE,과상승(저점대비 +124%),작은몸통양꼬리양봉,-,과상승,41.0,44.0,124.0,동운아나텍
001510.KS,⛔ EXCLUDE,과상승(저점대비 +185%),"작은몸통양꼬리양봉, 상승다람쥐",작은몸통양꼬리양봉,과상승,61.0,29.0,185.0,SK증권
187660.KQ,⛔ EXCLUDE,과상승(저점대비 +299%),위꼬리양봉,음봉스프링,과상승,79.0,16.0,299.0,페니트리움바이오
062970.KQ,⛔ EXCLUDE,과상승(저점대비 +63%),-,-,과상승,80.0,9.0,63.0,한국첨단소재
117730.KQ,⛔ EXCLUDE,과상승(저점대비 +139%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,62.0,35.0,139.0,티로보틱스
445680.KQ,⛔ EXCLUDE,과상승(저점대비 +283%),양봉스프링,양봉스프링,과상승,66.0,28.0,283.0,큐리옥스바이오시스템즈
178320.KQ,⛔ EXCLUDE,과상승(저점대비 +124%),작은몸통양꼬리양봉,-,과상승,56.0,31.0,124.0,서진시스템
179900.KQ,⛔ EXCLUDE,과상승(저점대비 +65%),"작은몸통양꼬리양봉, 양봉스프링",양봉스프링,과상승,93.0,4.0,65.0,유티아이
353200.KS,⛔ EXCLUDE,과상승(저점대비 +825%),"작은몸통양꼬리양봉, 상승펀치",작은몸통양꼬리양봉,과상승,40.0,57.0,825.0,대덕전자
114190.KQ,⛔ EXCLUDE,과상승(저점대비 +71%),-,-,과상승,78.0,28.0,71.0,강원에너지
189860.KQ,⛔ EXCLUDE,과상승(저점대비 +67%),"작은몸통양꼬리양봉, 위꼬리양봉",-,과상승,73.0,22.0,67.0,서전기전
064260.KQ,⛔ EXCLUDE,과상승(저점대비 +109%),작은몸통양꼬리양봉,도지,과상승,73.0,29.0,109.0,다날
012200.KS,⛔ EXCLUDE,과상승(저점대비 +253%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,68.0,25.0,253.0,계양전기
232140.KQ,⛔ EXCLUDE,과상승(저점대비 +63%),"양봉스프링, 작은몸통양꼬리양봉, 상승다람쥐",작은몸통양꼬리양봉,과상승,54.0,25.0,63.0,와이씨
059090.KQ,⛔ EXCLUDE,과상승(저점대비 +177%),-,-,과상승,34.0,56.0,177.0,미코
412350.KQ,⛔ EXCLUDE,과상승(저점대비 +192%),-,-,과상승,78.0,23.0,192.0,레이저쎌
015760.KS,⛔ EXCLUDE,과상승(저점대비 +73%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,52.0,28.0,73.0,한국전력
001450.KS,⛔ EXCLUDE,과상승(저점대비 +129%),위꼬리양봉,-,과상승,1.0,98.0,129.0,현대해상
075580.KS,⛔ EXCLUDE,과상승(저점대비 +87%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,56.0,27.0,87.0,세진중공업
102120.KQ,⛔ EXCLUDE,과상승(저점대비 +53%),"양봉스프링, 위꼬리양봉",도지,과상승,68.0,25.0,53.0,어보브반도체
042520.KQ,⛔ EXCLUDE,과상승(저점대비 +241%),작은몸통양꼬리양봉,-,과상승,64.0,29.0,241.0,한스바이오메드
003610.KS,⛔ EXCLUDE,과상승(저점대비 +107%),작은몸통양꼬리양봉,-,과상승,35.0,80.0,107.0,방림
085620.KS,⛔ EXCLUDE,과상승(저점대비 +391%),-,-,과상승,44.0,50.0,391.0,미래에셋생명
091580.KQ,⛔ EXCLUDE,과상승(저점대비 +181%),작은몸통양꼬리양봉,-,과상승,42.0,47.0,181.0,상신이디피
034020.KS,⛔ EXCLUDE,과상승(저점대비 +413%),작은몸통양꼬리양봉,-,과상승,41.0,54.0,413.0,두산에너빌리티
014940.KQ,⛔ EXCLUDE,과상승(저점대비 +58%),"양봉스프링, 작은몸통양꼬리양봉",도지,과상승,61.0,19.0,58.0,오리엔탈정공
001200.KS,⛔ EXCLUDE,과상승(저점대비 +116%),"양봉스프링, 작은몸통양꼬리양봉",-,과상승,35.0,50.0,116.0,유진투자증권
010140.KS,⛔ EXCLUDE,과상승(저점대비 +139%),작은몸통양꼬리양봉,도지,과상승,37.0,50.0,139.0,삼성중공업
000720.KS,⛔ EXCLUDE,과상승(저점대비 +380%),-,-,과상승,42.0,53.0,380.0,현대건설
005690.KS,⛔ EXCLUDE,과상승(저점대비 +169%),-,도지,과상승,44.0,45.0,169.0,파미셀
124500.KQ,⛔ EXCLUDE,과상승(저점대비 +522%),작은몸통양꼬리양봉,-,과상승,64.0,32.0,522.0,아이티센글로벌
005290.KQ,⛔ EXCLUDE,과상승(저점대비 +115%),위꼬리양봉,-,과상승,40.0,45.0,115.0,동진쎄미켐
001430.KS,⛔ EXCLUDE,과상승(저점대비 +205%),-,-,과상승,51.0,39.0,205.0,세아베스틸지주
093370.KS,⛔ EXCLUDE,과상승(저점대비 +226%),"작은몸통양꼬리양봉, 위꼬리양봉",위꼬리양봉,과상승,54.0,44.0,226.0,후성
073240.KS,⛔ EXCLUDE,과상승(저점대비 +100%),작은몸통양꼬리양봉,도지,과상승,8.0,85.0,100.0,금호타이어
230240.KQ,⛔ EXCLUDE,과상승(저점대비 +115%),-,-,과상승,61.0,26.0,115.0,에치에프알
112610.KS,⛔ EXCLUDE,과상승(저점대비 +56%),-,도지,과상승,48.0,34.0,56.0,씨에스윈드
175330.KS,⛔ EXCLUDE,과상승(저점대비 +99%),-,-,과상승,27.0,57.0,99.0,JB금융지주
000250.KQ,⛔ EXCLUDE,과상승(저점대비 +114%),작은몸통양꼬리양봉,-,과상승,85.0,9.0,114.0,삼천당제약
417500.KQ,⛔ EXCLUDE,과상승(저점대비 +57%),양봉스프링,-,과상승,57.0,39.0,57.0,제이아이테크
090460.KS,⛔ EXCLUDE,과상승(저점대비 +67%),-,-,과상승,58.0,23.0,67.0,비에이치
089030.KQ,⛔ EXCLUDE,과상승(저점대비 +89%),작은몸통양꼬리양봉,-,과상승,33.0,48.0,89.0,테크윙
274090.KQ,⛔ EXCLUDE,과상승(저점대비 +63%),-,-,과상승,70.0,14.0,63.0,켄코아에어로스페이스
077360.KQ,⛔ EXCLUDE,과상승(저점대비 +214%),작은몸통양꼬리양봉,-,과상승,53.0,38.0,214.0,덕산하이메탈
092790.KS,⛔ EXCLUDE,과상승(저점대비 +80%),작은몸통양꼬리양봉,-,과상승,44.0,36.0,80.0,넥스틸
036170.KQ,⛔ EXCLUDE,과상승(저점대비 +272%),작은몸통양꼬리양봉,-,과상승,73.0,22.0,272.0,에이치엠넥스
217730.KQ,⛔ EXCLUDE,과상승(저점대비 +168%),-,-,과상승,38.0,50.0,168.0,강스템바이오텍
368770.KQ,⛔ EXCLUDE,과상승(저점대비 +296%),"양봉스프링, 작은몸통양꼬리양봉",-,과상승,55.0,38.0,296.0,파이버프로
100590.KQ,⛔ EXCLUDE,과상승(저점대비 +67%),상승펀치,도지,과상승,68.0,16.0,67.0,머큐리
024110.KS,⛔ EXCLUDE,과상승(저점대비 +53%),-,-,과상승,31.0,44.0,53.0,기업은행
086790.KS,⛔ EXCLUDE,과상승(저점대비 +158%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,7.0,90.0,158.0,하나금융지주
452260.KS,⛔ EXCLUDE,과상승(저점대비 +113%),"양봉스프링, 작은몸통양꼬리양봉",작은몸통양꼬리양봉,과상승,48.0,36.0,113.0,한화갤러리아
105560.KS,⛔ EXCLUDE,과상승(저점대비 +143%),작은몸통양꼬리양봉,-,과상승,13.0,79.0,143.0,KB금융
066970.KS,⛔ EXCLUDE,과상승(저점대비 +133%),-,-,과상승,69.0,35.0,133.0,엘앤에프
052020.KQ,⛔ EXCLUDE,과상승(저점대비 +135%),-,-,과상승,65.0,29.0,135.0,에스티큐브
001540.KQ,⛔ EXCLUDE,과상승(저점대비 +90%),작은몸통양꼬리양봉,-,과상승,13.0,75.0,90.0,안국약품
389500.KQ,⛔ EXCLUDE,과상승(저점대비 +223%),상승다람쥐,도지,과상승,64.0,28.0,223.0,에스비비테크
005830.KS,⛔ EXCLUDE,과상승(저점대비 +128%),위꼬리양봉,-,과상승,17.0,73.0,128.0,DB손해보험
103590.KS,⛔ EXCLUDE,과상승(저점대비 +348%),작은몸통양꼬리양봉,-,과상승,50.0,44.0,348.0,일진전기
228340.KQ,⛔ EXCLUDE,과상승(저점대비 +100%),"작은몸통양꼬리양봉, 양봉스프링, 위꼬리양봉",-,과상승,58.0,27.0,100.0,동양파일
419050.KQ,⛔ EXCLUDE,과상승(저점대비 +109%),-,-,과상승,76.0,51.0,109.0,삼기에너지솔루션즈
046120.KQ,⛔ EXCLUDE,과상승(저점대비 +180%),작은몸통양꼬리양봉,-,과상승,69.0,22.0,180.0,오르비텍
254490.KQ,⛔ EXCLUDE,과상승(저점대비 +87%),-,-,과상승,64.0,21.0,87.0,미래반도체
003010.KS,⛔ EXCLUDE,과상승(저점대비 +147%),"위꼬리양봉, 양봉스프링",양봉스프링,과상승,22.0,100.0,147.0,혜인
002220.KS,⛔ EXCLUDE,과상승(저점대비 +106%),-,-,과상승,51.0,35.0,106.0,한일철강
048770.KQ,⛔ EXCLUDE,과상승(저점대비 +106%),"양봉스프링, 작은몸통양꼬리양봉, 상승다람쥐",도지,과상승,69.0,19.0,106.0,TPC로보틱스
085910.KQ,⛔ EXCLUDE,과상승(저점대비 +538%),-,-,과상승,49.0,47.0,538.0,네오티스
042660.KS,⛔ EXCLUDE,과상승(저점대비 +267%),"양봉스프링, 작은몸통양꼬리양봉",작은몸통양꼬리양봉,과상승,38.0,54.0,267.0,한화오션
900340.KQ,⛔ EXCLUDE,과상승(저점대비 +84%),-,도지,과상승,89.0,6.0,84.0,윙입푸드
074600.KQ,⛔ EXCLUDE,과상승(저점대비 +91%),위꼬리양봉,-,과상승,36.0,46.0,91.0,원익QnC
003690.KS,⛔ EXCLUDE,과상승(저점대비 +121%),작은몸통양꼬리양봉,-,과상승,1.0,99.0,121.0,코리안리
044490.KQ,⛔ EXCLUDE,과상승(저점대비 +283%),작은몸통양꼬리양봉,-,과상승,43.0,50.0,283.0,태웅
068790.KQ,⛔ EXCLUDE,과상승(저점대비 +72%),작은몸통양꼬리양봉,-,과상승,43.0,54.0,72.0,DMS
011300.KS,⛔ EXCLUDE,과상승(저점대비 +88%),작은몸통양꼬리양봉,도지,과상승,86.0,23.0,88.0,우성머티리얼스
077500.KS,⛔ EXCLUDE,과상승(저점대비 +70%),"양봉스프링, 작은몸통양꼬리양봉",작은몸통양꼬리양봉,과상승,40.0,51.0,70.0,유니퀘스트
010820.KS,⛔ EXCLUDE,과상승(저점대비 +158%),작은몸통양꼬리양봉,-,과상승,65.0,25.0,158.0,퍼스텍
036200.KQ,⛔ EXCLUDE,과상승(저점대비 +68%),양봉스프링,-,과상승,45.0,39.0,68.0,유니셈
071970.KS,⛔ EXCLUDE,과상승(저점대비 +272%),작은몸통양꼬리양봉,-,과상승,51.0,41.0,272.0,HD현대마린엔진
317400.KS,⛔ EXCLUDE,과상승(저점대비 +236%),-,-,과상승,6.0,95.0,236.0,자이에스앤디
